customer_key,customer_id,first_name,last_name,marital_status,gender,birth_date,country,created_date
AW00018383,18383,Mark,Davis,Married,Male,1953-08-01,Canada,2024-12-12
AW00018384,18384,Thomas,Jackson,Single,Male,1961-07-17,Australia,2026-02-11
AW00018385,18385,John,Turner,Married,Female,1989-06-14,United Kingdom,2024-01-19
AW00018386,18386,Ashley,Ngata,Married,Female,1982-11-21,United States,2023-03-29
AW00018387,18387,Aroha,Wilson,Married,Male,1985-06-04,Australia,2024-07-17
AW00018388,18388,Jessica,Moore,Single,Male,1964-05-20,Australia,2025-11-18
AW00018389,18389,Jennifer,Clark,Married,Male,1980-11-22,Australia,2024-12-02
AW00018390,18390,Sarah,Jones,Single,Female,1948-07-13,United Kingdom,2023-03-19
AW00018391,18391,Michael,Carter,Single,Male,1947-12-15,United States,2023-08-02
AW00018392,18392,Mere,Scott,Married,Male,1963-09-21,Australia,2025-07-18
AW00018393,18393,Patricia,Perez,Married,Male,1961-06-20,Australia,2024-06-28
AW00018394,18394,Paul,Scott,Married,Male,1978-10-19,United States,2025-07-12
AW00018395,18395,Brian,Green,Married,Female,1984-07-11,Australia,2023-02-18
AW00018396,18396,Emily,Lopez,Married,Female,1984-10-18,France,2025-01-31
AW00018397,18397,Amanda,Thomas,Married,Female,1994-10-24,Canada,2023-12-10
AW00018398,18398,Kimberly,White,Single,Female,1995-06-30,New Zealand,2023-08-12
AW00018399,18399,Andrew,Lewis,Married,Male,1974-03-02,Canada,2025-05-09
AW00018400,18400,Joseph,Phillips,Married,Male,1976-05-20,Australia,2024-02-04
AW00018401,18401,Karen,Brown,Single,Male,1954-10-03,United States,2025-05-08
AW00018402,18402,Betty,Lewis,Married,Male,1999-04-03,Australia,2023-11-01
AW00018403,18403,Michael,King,Single,Male,1959-03-06,New Zealand,2023-07-07
AW00018404,18404,Donna,Nime,Married,Male,1961-03-02,Australia,2025-10-25
AW00018405,18405,Paul,Lee,Married,Male,1959-05-13,United States,2026-01-11
AW00018406,18406,Karen,Jones,Married,Male,1979-10-11,United States,2023-09-08
AW00018407,18407,Matthew,Scott,Single,Female,1971-10-12,Australia,2023-01-31
AW00018408,18408,Barbara,Singh,Single,Female,1950-05-04,United Kingdom,2023-12-10
AW00018409,18409,Thomas,Lewis,Single,Female,1982-08-30,New Zealand,2024-02-22
AW00018410,18410,Jessica,Brown,Single,Female,1960-05-26,Australia,2025-10-10
AW00018411,18411,Charles,Allen,Single,Male,1994-08-11,Australia,2024-09-05
AW00018412,18412,Melissa,Green,Single,Male,1963-06-06,Australia,2025-08-18
AW00018413,18413,Melissa,Jones,Married,Female,2000-12-06,Australia,2025-12-12
AW00018414,18414,Daniel,Toalii,Single,Male,1947-02-06,Canada,2025-11-21
AW00018415,18415,Peter,Clark,Married,Female,1990-05-14,United Kingdom,2025-03-11
AW00018416,18416,Elizabeth,Jackson,Married,Male,1972-01-14,nan,2023-02-27
AW00018417,18417,Karen,Adams,Single,Female,1989-06-04,United Kingdom,2024-01-08
AW00018418,18418,Joseph,White,Single,Female,1946-12-13,United Kingdom,2024-07-07
AW00018419,18419,Mere,Carter,Married,Female,2004-09-02,United States,2023-07-06
AW00018420,18420,Betty,Moore,Married,Male,1995-09-11,Germany,2025-03-15
AW00018421,18421,Paul,Thomas,Single,Male,1998-05-20,Australia,2025-04-10
AW00018422,18422,James,Anderson,Single,Female,1951-12-23,Australia,2025-12-08
AW00018423,18423,Jennifer,Nime,Single,Female,1966-05-16,Australia,2023-02-10
AW00018424,18424,Kimberly,Walker,Married,Female,1968-03-29,Australia,2024-11-11
AW00018425,18425,Malia,Lopez,Single,Female,1997-06-19,United Kingdom,2023-12-19
AW00018426,18426,Patricia,Walker,Married,Female,1976-04-07,United States,2025-07-27
AW00018427,18427,Donna,Jackson,Single,Male,1963-07-05,Australia,2025-10-08
AW00018428,18428,Susan,Carter,Married,Female,1966-12-14,New Zealand,2023-10-09
AW00018429,18429,Andrew,Toalii,Single,Female,1958-10-25,Australia,2025-10-25
AW00018430,18430,Ashley,Smith,Married,Female,1975-11-13,Australia,2023-02-16
AW00018431,18431,Tane,Smith,Single,Female,1955-03-09,New Zealand,2024-11-10
AW00018432,18432,Michelle,Young,Married,Female,1975-04-17,Canada,2023-11-21
AW00018433,18433,Steven,Parker,Single,Male,1965-04-12,United States,2023-01-07
AW00018434,18434,Jason,Clark,Married,Female,1963-09-04,New Zealand,2026-03-16
AW00018435,18435,James,Wright,Married,Male,1962-04-17,United States,2024-09-27
AW00018436,18436,Robert,Young,Single,Male,1967-02-05,New Zealand,2025-10-22
AW00018437,18437,Keziah,King,Married,Male,1998-02-13,United States,2025-10-29
AW00018438,18438,Sarah,Nelson,Married,Female,1993-03-19,France,2025-01-16
AW00018439,18439,Timothy,Singh,Married,Female,1993-04-20,Australia,2023-12-12
AW00018440,18440,James,Smith,Married,Female,1955-12-27,Australia,2024-04-25
AW00018441,18441,Andrew,Clark,Married,Male,1969-03-30,Australia,2024-05-14
AW00018442,18442,Nancy,Smith,Single,Male,1984-11-11,Germany,2026-03-18
AW00018443,18443,Richard,Walker,Married,Female,1973-02-01,UK,2025-12-05
AW00018444,18444,Barbara,Ngata,Married,Female,1950-01-24,Australia,2025-07-16
AW00018445,18445,Linda,Baker,Single,Female,1989-07-15,Australia,2026-04-04
AW00018446,18446,Stephanie,Garcia,Single,Male,1988-03-01,France,2024-06-16
AW00018447,18447,Steven,Roberts,Single,Male,1969-12-05,Germany,2026-04-27
AW00018448,18448,Matthew,Mitchell,Married,Male,1979-06-12,UK,2023-02-07
AW00018449,18449,Ashley,Scott,Married,Female,2002-07-02,United States,2025-05-05
AW00018450,18450,Matthew,King,Single,Male,1985-03-16,Australia,2025-03-16
AW00018451,18451,John,Mitchell,Married,Male,1997-07-27,France,2026-05-15
AW00018452,18452,Charles,Campbell,Married,Male,1985-01-16,UK,2023-11-03
AW00018453,18453,Baraa,Anderson,Single,Female,1953-12-17,Australia,2026-01-08
AW00018454,18454,Melissa,Nime,Married,Female,1980-12-15,Australia,2026-02-18
AW00018455,18455,Betty,Scott,Married,Female,1969-08-03,United States,2024-12-06
AW00018456,18456,Carol,Hall,Single,Female,2004-11-28,United States,2024-09-30
AW00018457,18457,Lisa,Carter,Single,Female,1967-08-07,USA,2024-04-15
AW00018458,18458,Sarah,Campbell,Married,Male,1947-04-13,United States,2023-02-22
AW00018459,18459,Anthony,Walker,Single,Male,1955-10-23,Australia,2024-11-17
AW00018460,18460,James,Garcia,Single,Female,1947-05-17,Australia,2024-10-29
AW00018461,18461,Kimberly,Nelson,Married,Female,1959-03-17,United States,2025-01-13
AW00018462,18462,Betty,Taylor,Married,Female,1973-04-19,Germany,2024-01-20
AW00018463,18463,Amanda,Lewis,Married,Female,1950-06-25,Australia,2024-09-22
AW00018464,18464,Stephanie,Wilson,Single,Female,1950-08-20,Australia,2023-01-20
AW00018465,18465,Andrew,Patel,Married,Female,1974-10-10,Australia,2025-02-24
AW00018466,18466,Elizabeth,Williams,Married,Female,1953-06-11,France,2025-07-19
AW00018467,18467,Richard,Thomas,Single,Female,1954-01-02,United Kingdom,2025-01-16
AW00018468,18468,Michael,Moore,Single,Male,1971-11-15,Australia,2024-06-04
AW00018469,18469,Brian,Young,Single,Female,1991-06-03,Australia,2025-05-31
AW00018470,18470,Tane,Scott,Married,Male,1998-01-18,Australia,2026-03-27
AW00018471,18471,Charles,Miller,Married,Male,1968-05-30,Australia,2026-02-21
AW00018472,18472,Rebecca,Phillips,Married,Male,1978-08-03,Australia,2025-05-13
AW00018473,18473,Lisa,Miller,Single,Male,1956-10-12,France,2025-12-22
AW00018474,18474,Donald,Patel,Married,Female,1990-01-05,United Kingdom,2023-09-27
AW00018475,18475,Sandra,Thomas,Single,Male,2001-05-14,Australia,2024-02-18
AW00018476,18476,Linda,Anderson,Married,Female,1993-06-02,France,2023-06-06
AW00018477,18477,Linda,Carter,Single,Female,1945-09-01,Germany,2025-12-19
AW00018478,18478,Patricia,Toalii,Married,Male,1989-03-13,Canada,2023-02-24
AW00018479,18479,Elizabeth,Scott,Married,Male,2001-11-19,Australia,2023-06-23
AW00018480,18480,Barbara,Wright,Single,Male,1963-10-01,Australia,2024-09-21
AW00018481,18481,Matthew,Campbell,Married,Female,1997-11-01,Australia,2024-01-10
AW00018482,18482,Jennifer,Mitchell,Married,Female,1976-10-14,Australia,2023-07-28
AW00018483,18483,Charles,Perez,Married,Male,1959-11-21,United States,2025-06-11
AW00018484,18484,Charles,Thomas,Single,Female,1983-11-16,United States,2023-07-14
AW00018485,18485,Betty,Scott,Single,Male,2002-02-09,Australia,2023-05-06
AW00018486,18486,Sarah,White,Married,Male,1992-04-22,Australia,2023-10-26
AW00018487,18487,Andrew,Moore,Married,Male,1973-10-07,Canada,2025-03-30
AW00018488,18488,Karen,Patel,Married,Male,1957-02-09,Canada,2025-08-18
AW00018489,18489,Sione,Brown,Married,Female,1946-08-13,United Kingdom,2023-04-16
AW00018490,18490,Jennifer,Nime,Single,Male,1980-09-12,Australia,2025-10-25
AW00018491,18491,Joseph,Taylor,Single,Male,1977-07-07,France,2025-03-09
AW00018492,18492,Sione,Martin,Married,Female,2002-03-17,USA,2024-08-08
AW00018493,18493,Stephanie,Nelson,Married,Female,1952-03-11,France,2024-08-30
AW00018494,18494,David,Wilson,Single,Female,1960-02-22,New Zealand,2023-03-11
AW00018495,18495,Sandra,Garcia,Married,Male,1961-06-21,Germany,2023-07-11
AW00018496,18496,Kenneth,Adams,Single,Female,1954-07-15,UK,2025-09-02
AW00018497,18497,Donald,Singh,Married,Female,2004-07-17,United States,2023-12-27
AW00018498,18498,Amanda,Kumar,Single,Female,1960-01-28,Germany,2026-02-25
AW00018499,18499,John,Garcia,Married,Male,1985-02-14,New Zealand,2026-05-23
AW00018500,18500,Steven,Thomas,Single,Male,1961-12-06,United Kingdom,2024-09-22
AW00018501,18501,Mere,Green,Single,Female,1961-03-05,nan,2023-10-25
AW00018502,18502,George,Thompson,Single,Male,1960-03-18,Australia,2023-11-27
AW00018503,18503,George,Moore,Single,Female,1969-07-16,United Kingdom,2025-01-29
AW00018504,18504,Carol,Young,Married,Male,1998-04-17,USA,2024-08-16
AW00018505,18505,Aroha,White,Single,Male,1999-04-28,DE,2024-08-21
AW00018506,18506,Baraa,Baker,Married,Female,1980-05-21,nan,2023-09-14
AW00018507,18507,Jessica,Taylor,Single,Male,1948-07-26,Australia,2024-01-14
AW00018508,18508,Barbara,Anderson,Married,Female,1945-01-09,Australia,2024-12-14
AW00018509,18509,Andrew,Jackson,Married,Male,1949-09-21,Australia,2023-01-01
AW00018510,18510,Rebecca,Walker,Married,Female,1983-08-10,Australia,2023-04-14
AW00018511,18511,Lisa,Moore,Single,Female,1987-10-25,France,2026-02-14
AW00018512,18512,Paul,Jackson,Married,Female,1946-09-07,New Zealand,2025-03-10
AW00018513,18513,Betty,Kumar,Married,Male,1949-06-24,New Zealand,2024-05-29
AW00018514,18514,Sarah,Campbell,Married,Female,1996-07-31,Australia,2024-05-03
AW00018515,18515,Barbara,Taylor,Married,Female,1963-01-06,Australia,2024-10-09
AW00018516,18516,Kimberly,Toalii,Married,Male,1957-01-24,Australia,2026-01-04
AW00018517,18517,Aroha,Patel,Single,Male,1953-05-27,France,2023-10-26
AW00018518,18518,John,Perez,Single,Female,1979-04-20,United Kingdom,2026-01-17
AW00018519,18519,Amanda,Wilson,Married,Male,1982-09-02,Australia,2024-01-11
AW00018520,18520,Daniel,Mitchell,Married,Male,1986-05-25,United States,2024-03-29
AW00018521,18521,Baraa,Singh,Married,Male,1973-09-28,Australia,2025-06-17
AW00018522,18522,Sione,Perez,Single,Female,1954-12-13,New Zealand,2023-05-31
AW00018523,18523,Donald,Martin,Married,Male,1949-12-04,NZ,2023-11-01
AW00018524,18524,Sione,Lee,Single,Female,1956-08-24,New Zealand,2023-01-08
AW00018525,18525,Robert,Turner,Married,Male,1992-03-01,Australia,2025-03-24
AW00018526,18526,Linda,Lewis,Married,Male,1945-12-05,Australia,2024-08-07
AW00018527,18527,Anthony,Manu,Married,Male,1965-06-24,New Zealand,2023-12-15
AW00018528,18528,Amanda,Moore,Married,Female,1969-05-07,Australia,2025-01-28
AW00018529,18529,Jessica,Perez,Single,Male,1983-03-09,Canada,2025-02-22
AW00018530,18530,Kenneth,Adams,Single,Male,2005-05-28,New Zealand,2025-01-03
AW00018531,18531,Tane,King,Single,Female,1981-10-25,Australia,2025-04-20
AW00018532,18532,Charles,Brown,Single,Male,1970-05-27,United Kingdom,2025-03-29
AW00018533,18533,Joseph,Thompson,Married,Female,1971-11-20,United States,2024-05-22
AW00018534,18534,Baraa,Wilson,Single,Female,1953-11-23,Australia,2025-11-19
AW00018535,18535,Betty,Parker,Single,Male,1970-10-24,Australia,2024-01-11
AW00018536,18536,Betty,Phillips,Single,Female,1986-04-01,New Zealand,2025-06-30
AW00018537,18537,Daniel,Miller,Married,Male,2004-01-29,Australia,2026-02-09
AW00018538,18538,Michael,White,Single,Male,1987-10-05,Australia,2023-10-26
AW00018539,18539,Jennifer,Carter,Married,Female,1982-11-10,Australia,2023-08-30
AW00018540,18540,William,Campbell,Married,Female,1967-07-10,Australia,2024-01-05
AW00018541,18541,George,Brown,Married,Male,2000-12-14,Australia,2024-05-02
AW00018542,18542,William,Anderson,Single,Female,1983-06-14,United States,2023-04-01
AW00018543,18543,Steven,Ngata,Married,Female,1974-05-30,United States,2024-03-07
AW00018544,18544,Karen,Lopez,Married,Male,1990-11-25,Canada,2026-01-10
AW00018545,18545,Donald,Anderson,Single,Male,1952-10-06,United States,2025-04-15
AW00018546,18546,Susan,Patel,Married,Female,2000-08-07,Australia,2024-08-24
AW00018547,18547,John,Martin,Single,Female,1960-06-21,Australia,2026-04-23
AW00018548,18548,Kenneth,Parker,Married,Female,1948-09-11,Australia,2023-08-28
AW00018549,18549,Emily,Lewis,Single,Female,1995-04-10,Australia,2024-07-01
AW00018550,18550,Steven,Thomas,Single,Male,1968-12-02,Australia,2025-03-26
AW00018551,18551,Charles,Carter,Single,Female,1989-07-08,Australia,2024-12-09
AW00018552,18552,Mary,Phillips,Single,Male,1975-12-26,United States,2023-03-05
AW00018553,18553,Betty,Young,Single,Male,1962-08-14,Canada,2026-05-10
AW00018554,18554,William,Young,Single,Male,1996-05-15,Canada,2024-04-27
AW00018555,18555,Michael,Turner,Married,Female,1900-01-01,Canada,2026-04-13
AW00018556,18556,Matthew,Turner,Married,Male,1993-02-03,nan,2024-12-20
AW00018557,18557,William,Parker,Married,Male,1978-12-16,New Zealand,2023-11-12
AW00018558,18558,Melissa,Lewis,Married,Female,1982-07-03,Australia,2023-01-10
AW00018559,18559,Kimberly,Allen,Single,Female,1970-03-14,United States,2023-01-17
AW00018560,18560,Tane,Mitchell,Single,Female,1962-10-02,United Kingdom,2024-05-01
AW00018561,18561,Jessica,Ngata,Married,Male,1950-09-03,France,2023-11-15
AW00018562,18562,Jason,Miller,Married,Male,1998-06-09,Australia,2024-09-21
AW00018563,18563,Deborah,Martin,Single,Male,2001-02-22,United States,2024-08-30
AW00018564,18564,Tane,Anderson,Married,Male,1969-01-14,New Zealand,2025-04-30
AW00018565,18565,Andrew,Lopez,Married,Female,1969-12-27,United Kingdom,2025-12-27
AW00018566,18566,Jennifer,Jackson,Single,Female,1947-12-02,USA,2026-03-20
AW00018567,18567,Andrew,Jackson,Married,Male,1987-10-16,Australia,2023-04-16
AW00018568,18568,Sione,Ngata,Single,Male,2005-04-14,Canada,2024-05-08
AW00018569,18569,Lisa,Young,Married,Female,1988-11-05,Australia,2025-01-17
AW00018570,18570,Nancy,Walker,Single,Female,1953-06-03,Australia,2025-05-23
AW00018571,18571,Betty,Nelson,Single,Female,1990-04-29,Australia,2023-07-19
AW00018572,18572,Joshua,Jones,Single,Female,1969-09-29,Canada,2026-01-20
AW00018573,18573,Nancy,King,Married,Female,1980-07-18,Australia,2025-12-19
AW00018574,18574,Jason,Ngata,Married,Male,1993-08-24,Australia,2024-09-20
AW00018575,18575,Karen,Adams,Single,Female,1982-04-16,United States,2024-07-29
AW00018576,18576,Lisa,Martin,Single,Male,1986-12-06,nan,2026-05-11
AW00018577,18577,Donald,Williams,Married,Female,1965-12-24,Canada,2024-06-19
AW00018578,18578,Ronald,Nime,Single,Male,1977-12-29,UK,2023-07-04
AW00018579,18579,Michael,Thompson,Married,Female,1991-08-09,Australia,2026-02-09
AW00018580,18580,Rebecca,Taylor,Single,Female,1950-05-14,Australia,2023-01-15
AW00018581,18581,Kimberly,Nelson,Single,Female,1959-12-24,Australia,2023-12-11
AW00018582,18582,Lisa,Jackson,Single,Male,1945-12-30,Australia,2026-04-17
AW00018583,18583,David,Thompson,Married,Female,,Australia,2025-03-19
AW00018584,18584,Betty,Garcia,Married,Male,2003-04-20,Canada,2024-04-30
AW00018585,18585,Jennifer,Baker,Single,Male,1946-11-01,Canada,2023-09-22
AW00018586,18586,Sione,Perez,Married,Male,1977-08-06,United States,2023-04-16
AW00018587,18587,Sarah,Manu,Married,Male,1947-12-27,United Kingdom,2024-05-31
AW00018588,18588,Aroha,Lee,Single,Female,1965-06-12,United States,2023-01-03
AW00018589,18589,David,Singh,Married,Male,1968-12-15,Australia,2024-10-02
AW00018590,18590,Barbara,Garcia,Married,Female,1963-12-16,nan,2025-03-28
AW00018591,18591,Robert,Perez,Single,Female,2002-10-31,New Zealand,2024-03-20
AW00018592,18592,Donald,Thomas,Married,Female,1946-12-31,Australia,2025-01-14
AW00018593,18593,Kenneth,King,Single,Male,1955-10-16,Australia,2025-05-08
AW00018594,18594,Paul,Johnson,Single,Female,1961-06-03,Australia,2023-10-15
AW00018595,18595,Sione,Clark,Single,Male,1981-10-24,United Kingdom,2023-07-09
AW00018596,18596,Barbara,Toalii,Married,Male,1996-07-21,Canada,2026-01-24
AW00018597,18597,Tane,Mitchell,Married,Male,2000-02-11,Australia,2024-05-03
AW00018598,18598,Kimberly,Walker,Married,Male,1985-07-25,Australia,2025-08-19
AW00018599,18599,Baraa,Turner,Single,Female,1974-07-11,Australia,2026-03-22
AW00018600,18600,Joseph,Manu,Married,Male,2005-09-02,France,2024-06-15
AW00018601,18601,Robert,Miller,Single,Male,1979-09-28,Australia,2025-06-29
AW00018602,18602,Ashley,Patel,Single,Female,1996-05-17,Australia,2023-03-20
AW00018603,18603,Aroha,Jackson,Married,Female,2005-12-25,United States,2026-04-19
AW00018604,18604,Elizabeth,Miller,Married,Female,1980-11-13,Australia,2023-02-25
AW00018605,18605,Elizabeth,Thompson,Married,Male,1973-04-03,France,2023-03-30
AW00018606,18606,Deborah,Williams,Married,Female,1946-12-19,Germany,2024-06-27
AW00018607,18607,Robert,Martin,Married,Female,1996-03-24,DE,2024-02-12
AW00018608,18608,Ashley,Mitchell,Married,Female,1985-11-09,nan,2025-12-30
AW00018609,18609,Mary,Perez,Married,Female,1951-12-23,Australia,2025-03-07
AW00018610,18610,Matthew,Campbell,Married,Female,2006-04-04,United States,2023-12-08
AW00018611,18611,Richard,Campbell,Married,Female,1981-07-11,United States,2023-10-02
AW00018612,18612,Thomas,Wright,Single,Female,1950-06-29,Germany,2023-04-04
AW00018613,18613,Peter,Walker,Single,Male,1959-08-12,Australia,2023-01-01
AW00018614,18614,Barbara,Hall,Married,Male,1987-07-30,Australia,2025-02-14
AW00018615,18615,James,Campbell,Single,Male,1990-08-30,United States,2025-02-05
AW00018616,18616,Peter,Phillips,Married,Female,2005-05-15,Australia,2025-11-16
AW00018617,18617,Timothy,Green,Married,Male,1989-01-03,Australia,2023-08-31
AW00018618,18618,Elizabeth,Wright,Married,Male,1982-07-25,United Kingdom,2026-05-30
AW00018619,18619,Sandra,Green,Single,Male,1965-12-09,Australia,2025-08-10
AW00018620,18620,Peter,Campbell,Married,Male,1945-07-19,United States,2023-12-16
AW00018621,18621,Joseph,Davis,Single,Male,1999-10-17,Australia,2024-10-07
AW00018622,18622,Charles,Williams,Married,Male,1997-09-10,Australia,2026-04-02
AW00018623,18623,Brian,Young,Single,Female,1963-07-04,United Kingdom,2025-04-26
AW00018624,18624,Carol,Thomas,Married,Female,1952-10-25,Australia,2023-04-15
AW00018625,18625,Sione,Johnson,Married,Male,1974-04-28,United Kingdom,2025-10-09
AW00018626,18626,Anthony,Thompson,Single,Male,1955-02-19,Australia,2023-10-28
AW00018627,18627,Baraa,Wright,Married,Male,1985-05-04,France,2025-12-08
AW00018628,18628,Robert,Lee,Married,Male,1998-09-21,Australia,2024-01-08
AW00018629,18629,Kimberly,King,Single,Male,1993-04-28,United States,2023-12-30
AW00018630,18630,Mary,Williams,Married,Female,1978-01-02,Australia,2025-04-29
AW00018631,18631,Mere,Williams,Married,Female,1969-05-13,Australia,2026-05-16
AW00018632,18632,Melissa,Turner,Single,Male,2004-02-04,United Kingdom,2023-02-24
AW00018633,18633,Emily,Manu,Married,Male,1958-03-01,United States,2025-05-28
AW00018634,18634,Peter,Perez,Single,Female,1986-10-19,Australia,2025-03-29
AW00018635,18635,Amanda,Baker,Married,Female,1982-03-03,Canada,2026-05-15
AW00018636,18636,Nancy,Adams,Single,Male,1979-08-31,United States,2025-01-05
AW00018637,18637,Michael,Baker,Single,Male,2004-07-05,United States,2023-12-08
AW00018638,18638,Michelle,Thompson,Single,Male,1975-11-03,Australia,2023-08-22
AW00018639,18639,Karen,Patel,Married,Female,1954-03-28,France,2026-01-07
AW00018640,18640,Brian,Hall,Single,Female,1997-02-12,Australia,2023-05-20
AW00018641,18641,Jennifer,Wright,Married,Female,2003-09-05,United States,2023-02-03
AW00018642,18642,David,Lopez,Single,Female,1945-02-18,United States,2024-07-08
AW00018643,18643,Jennifer,White,Single,Female,1949-02-28,United Kingdom,2025-10-21
AW00018644,18644,Jason,Roberts,Single,Female,1998-09-30,France,2025-09-08
AW00018645,18645,Robert,White,Single,Male,2001-08-05,Australia,2023-10-22
AW00018646,18646,Rebecca,Toalii,Single,Female,1949-04-20,Australia,2026-01-18
AW00018647,18647,Mere,Roberts,Married,Female,1991-06-09,Australia,2026-04-11
AW00018648,18648,Keziah,Green,Single,Male,1985-10-03,United States,2025-12-11
AW00018649,18649,Joseph,Ngata,Single,Male,1992-06-07,France,2026-04-04
AW00018650,18650,Linda,Nime,Single,Female,1994-05-15,Australia,2024-04-10
AW00018651,18651,Daniel,Perez,Married,Male,1971-11-03,Germany,2025-07-29
AW00018652,18652,Daniel,Parker,Single,Male,1947-09-17,Australia,2025-08-14
AW00018653,18653,Susan,Phillips,Single,Male,1986-01-22,New Zealand,2024-04-24
AW00018654,18654,Donna,Parker,Married,Male,1995-09-08,United Kingdom,2026-02-04
AW00018655,18655,Richard,Allen,Married,Male,2001-08-22,United Kingdom,2024-12-10
AW00018656,18656,Linda,Carter,Single,Female,1982-08-03,Australia,2025-08-19
AW00018657,18657,Anthony,Singh,Single,Male,1998-02-21,United Kingdom,2026-03-15
AW00018658,18658,Linda,Mitchell,Married,Male,1954-11-20,New Zealand,2024-05-30
AW00018659,18659,Matthew,Wright,Married,Female,1981-06-09,United States,2024-02-18
AW00018660,18660,Jessica,Brown,Single,Female,1995-01-06,nan,2024-11-10
AW00018661,18661,Rebecca,Thompson,Married,Male,1946-07-03,Australia,2025-01-07
AW00018662,18662,Joshua,Turner,Single,Female,1985-12-08,New Zealand,2026-02-25
AW00018663,18663,Mere,Manu,Married,Male,1982-10-18,Australia,2025-03-02
AW00018664,18664,Robert,Nime,Married,Male,1970-03-06,United Kingdom,2024-02-09
AW00018665,18665,Emily,Green,Married,Male,1998-05-15,Germany,2025-01-31
AW00018666,18666,Richard,Parker,Married,Male,2002-08-04,Australia,2025-04-26
AW00018667,18667,Patricia,Williams,Single,Male,1945-07-12,United States,2024-04-08
AW00018669,18669,Keziah,Manu,Married,Male,1971-10-05,Australia,2023-05-15
AW00018670,18670,David,Lopez,Married,Female,1964-04-14,Australia,2025-09-01
AW00018671,18671,Susan,Patel,Single,Male,1997-07-14,Australia,2023-04-19
AW00018672,18672,Donald,Allen,Single,Female,1964-12-28,Australia,2025-02-08
AW00018673,18673,Rebecca,Toalii,Married,Female,1945-10-21,Australia,2023-03-30
AW00018674,18674,Timothy,Kumar,Married,Female,1996-02-16,Australia,2023-08-29
AW00018675,18675,Steven,White,Single,Male,1967-06-04,Australia,2025-04-18
AW00018676,18676,Kenneth,King,Single,Male,1945-01-26,Australia,2025-02-01
AW00018677,18677,Mark,King,Single,Male,1966-09-27,New Zealand,2023-10-24
AW00018678,18678,Karen,Smith,Single,Male,2006-11-17,Australia,2026-02-19
AW00018679,18679,Sarah,Turner,Single,Female,1976-11-02,Australia,2024-11-04
AW00018680,18680,Peter,Scott,Single,Female,1967-12-15,Australia,2026-05-15
AW00018681,18681,Malia,White,Single,Female,1992-10-19,Australia,2023-10-27
AW00018682,18682,Richard,Mitchell,Single,Male,1969-12-23,New Zealand,2026-05-29
AW00018683,18683,Carol,White,Married,Female,1980-11-23,United States,2024-08-03
AW00018684,18684,Melissa,Adams,Single,Female,1990-10-04,United States,2023-05-07
AW00018685,18685,Brian,Lopez,Married,Male,1976-08-09,New Zealand,2026-02-08
AW00018686,18686,Peter,Lewis,Single,Female,1989-09-18,United States,2023-09-09
AW00018687,18687,Jennifer,Davis,Married,Male,1969-10-20,New Zealand,2025-01-23
AW00018688,18688,Barbara,Allen,Married,Female,1981-11-19,Australia,2025-09-30
AW00018689,18689,James,Wright,Single,Female,1956-05-30,United States,2026-02-11
AW00018690,18690,Ronald,Wright,Married,Female,1979-03-13,Australia,2023-01-19
AW00018691,18691,Michelle,Kumar,Single,Female,1999-03-21,Australia,2024-10-10
AW00018692,18692,Ronald,Brown,Married,Male,1970-06-15,Canada,2023-06-28
AW00018693,18693,Amanda,Manu,Single,Male,1978-06-13,Australia,2024-06-05
AW00018694,18694,Sione,Manu,Married,Female,2004-10-20,United Kingdom,2023-01-11
AW00018695,18695,William,Brown,Single,Female,1949-07-13,United Kingdom,2025-07-20
AW00018696,18696,Joseph,Phillips,Single,Female,1999-04-07,New Zealand,2024-06-13
AW00018697,18697,Melissa,Nelson,Married,Female,1959-11-16,United States,2026-03-16
AW00018698,18698,Donald,Ngata,Married,Male,1945-12-30,Australia,2025-10-21
AW00018699,18699,Peter,Manu,Single,Female,1951-07-10,Australia,2025-12-19
AW00018700,18700,Tane,Nelson,Single,Female,1960-11-15,United States,2025-06-10
AW00018701,18701,Linda,Lewis,Single,Male,1978-10-27,Australia,2023-05-06
AW00018702,18702,Kimberly,Nime,Married,Female,1997-10-02,US,2025-12-23
AW00018703,18703,Mere,Moore,Single,Female,1964-04-27,Canada,2023-05-28
AW00018704,18704,Patricia,Baker,Single,Male,1980-11-14,Australia,2023-08-30
AW00018705,18705,Joseph,Toalii,Single,Male,1989-06-13,United Kingdom,2023-08-17
AW00018706,18706,Lisa,Thompson,Married,Female,1978-05-23,Australia,2026-02-23
AW00018707,18707,Charles,Perez,Married,Female,1946-02-09,New Zealand,2024-07-28
AW00018708,18708,Paul,Phillips,Married,Male,1967-11-11,United Kingdom,2023-07-17
AW00018709,18709,James,Moore,Married,Male,1991-12-12,Australia,2025-01-03
AW00018710,18710,Steven,Hall,Married,Male,1999-07-20,United Kingdom,2023-10-16
AW00018711,18711,John,Patel,Single,Male,1974-05-16,Australia,2024-07-02
AW00018712,18712,Michelle,Brown,Single,Female,1998-10-14,Australia,2025-04-17
AW00018713,18713,Carol,Ngata,Single,Male,1981-02-08,United States,2023-07-10
AW00018714,18714,Michelle,Ngata,Married,Male,1950-12-20,New Zealand,2025-07-31
AW00018715,18715,Jessica,Lewis,Married,Female,2003-07-12,United States,2023-01-28
AW00018716,18716,Linda,Baker,Single,Male,1980-10-15,Australia,2026-03-06
