cst_id,cst_key,cst_firstname,cst_lastname,cst_marital_status,cst_gndr,cst_create_date
18163.0,AW00018163,Brian,King,M,M,2026-02-16
18164.0,AW00018164,Thomas,Baker,M,M,2024-05-31
18165.0,AW00018165,Aroha,Kumar,S,F,2025-07-25
18166.0,AW00018166,Anthony,Singh,M,F,2026-01-09
18167.0,AW00018167,Baraa,Davis,S,M,2024-10-12
18168.0,AW00018168,Thomas,Walker,S,F,2025-03-09
18169.0,AW00018169,Timothy,Wilson,M,M,2025-10-30
18170.0,AW00018170,Michael,Mitchell,S,F,2024-07-12
18171.0,AW00018171,Kimberly,Martin,M,M,2026-03-02
18172.0,AW00018172,Sione,Toalii,M,F,2023-05-15
18173.0,AW00018173,Jessica,Anderson,M,M,2025-12-31
18174.0,AW00018174,Peter,Scott,M,M,2024-12-04
18175.0,AW00018175,Michael,Lee,S,M,2023-02-26
18176.0,AW00018176,George,Manu,M,F,2024-10-12
18177.0,AW00018177,Richard,Taylor,S,M,2025-08-11
18178.0,AW00018178,Nancy,Scott,S,M,2024-03-16
18179.0,AW00018179,Andrew,Parker,M,M,2026-04-16
18180.0,AW00018180,Robert,Anderson,S,F,2024-04-23
18181.0,AW00018181,Kenneth,Thomas,M,M,2026-03-12
18182.0,AW00018182,Carol,Young,S,M,2025-07-18
18183.0,AW00018183,Charles,Wright,S,M,2025-05-12
18184.0,AW00018184,Deborah,Clark,M,M,2023-07-02
18185.0,AW00018185,Timothy,Smith,S,M,2024-01-27
18186.0,AW00018186,Nancy,Williams,M,M,2023-04-27
18187.0,AW00018187,Rebecca,Campbell,M,F,2025-09-05
18188.0,AW00018188,Timothy,Jones,S,F,2023-02-16
18189.0,AW00018189,Tane,White,M,F,2025-05-10
18190.0,AW00018190,Anthony,Miller,M,F,2024-10-17
18191.0,AW00018191,Steven,Adams,M,F,2024-10-19
18192.0,AW00018192,Brian,King,S,F,2026-04-17
18193.0,AW00018193,David,Thomas,M,M,2024-01-18
18194.0,AW00018194,Aroha,Hall,M,M,2024-10-26
18195.0,AW00018195,Ronald,Scott,S,F,2023-10-18
18196.0,AW00018196,Anthony,Manu,M,M,2025-02-10
18197.0,AW00018197,Emily,Moore,S,F,2025-08-13
18198.0,AW00018198,Jennifer,Anderson,S,F,2023-04-28
18199.0,AW00018199,John,Smith,M,M,2024-07-24
18200.0,AW00018200,Timothy,Garcia,M,M,2026-05-02
18201.0,AW00018201,Michael,Phillips,S,F,2024-08-16
18202.0,AW00018202,Malia,Johnson,S,F,2024-04-08
18203.0,AW00018203,Mary,Jones,M,M,2026-01-14
18204.0,AW00018204,Charles,Phillips,M,F,2026-02-07
18205.0,AW00018205,John,Williams,S,M,2023-03-11
18206.0,AW00018206,Thomas,Campbell,S,M,2024-08-16
18207.0,AW00018207,Nancy,Toalii,S,M,2025-02-25
18208.0,AW00018208,Timothy,Lopez,M,M,2023-07-12
18209.0,AW00018209,John,Walker,M,F,2025-03-26
18210.0,AW00018210,Donald,Campbell,M,F,2024-08-01
18211.0,AW00018211,Malia,Young,S,M,2023-05-24
18212.0,AW00018212,Karen,Nelson,S,F,2025-08-20
18213.0,AW00018213,Michelle,Young,S,F,2023-12-16
18214.0,AW00018214,Patricia,Allen,M,M,2025-09-16
18215.0,AW00018215,Mark,Phillips,M,F,2023-10-26
18216.0,AW00018216,Thomas,Anderson,S,M,2023-03-19
18217.0,AW00018217,Rebecca,Parker,M,M,2024-01-21
18218.0,AW00018218,George,King,S,F,2023-01-13
18219.0,AW00018219,Sandra,King,M,M,2025-09-02
18220.0,AW00018220,Richard,Nelson,S,M,2024-02-10
18221.0,AW00018221,Matthew,Miller,S,F,2023-04-25
18222.0,AW00018222,Ronald,Lopez,M,F,2026-05-12
18223.0,AW00018223,Mere,Campbell,M,F,2024-06-02
18224.0,AW00018224,Ronald,King,M,F,2024-05-02
18225.0,AW00018225,Jennifer,Moore,S,M,2023-02-26
18226.0,AW00018226,Jennifer,Campbell,S,F,2023-11-09
18227.0,AW00018227,Charles,Green,S,F,2026-03-11
18228.0,AW00018228,Ronald,Scott,M,F,2026-04-17
18229.0,AW00018229,Timothy,Carter,S,M,2025-08-30
18230.0,AW00018230,James,Clark,S,F,2023-09-05
18231.0,AW00018231,Michael,Walker,S,F,2025-03-21
18232.0,AW00018232,Kenneth,Nelson,S,M,2026-03-22
18233.0,AW00018233,Patricia,Lee,M,F,2024-02-23
18234.0,AW00018234,Emily,Turner,S,M,2023-04-02
18235.0,AW00018235,Mere,White,S,F,2024-07-26
18236.0,AW00018236,Karen,Davis,M,F,2023-11-25
18237.0,AW00018237,Tane,Wilson,M,M,2023-04-08
18238.0,AW00018238,Donna,Ngata,S,M,2026-03-01
18239.0,AW00018239,Matthew,Hall,S,F,2024-01-21
18240.0,AW00018240,Susan,Davis,M,F,2023-12-30
18241.0,AW00018241,Carol,Singh,M,F,2025-09-18
18242.0,AW00018242,Malia,Baker,S,F,2026-03-27
18243.0,AW00018243,Jessica,Jackson,S,F,2024-06-27
18244.0,AW00018244,John,Smith,S,F,2024-07-14
18245.0,AW00018245,Susan,Adams,S,M,2024-11-04
18246.0,AW00018246,Amanda,Singh,S,F,2024-11-30
18247.0,AW00018247,Donna,Garcia,M,F,2025-12-28
18248.0,AW00018248,Michelle,Nelson,S,M,2025-09-10
18249.0,AW00018249,Daniel,Roberts,M,F,2023-04-24
18250.0,AW00018250,Lisa,Ngata,S,M,2023-05-24
18251.0,AW00018251,Donald,Kumar,M,F,2024-07-22
18252.0,AW00018252,Jennifer,Hall,M,M,2026-01-22
18253.0,AW00018253,Melissa,Jackson,S,F,2023-07-18
18254.0,AW00018254,Ashley,Hall,S,M,2025-04-25
18255.0,AW00018255,Amanda,Nime,S,M,2024-07-26
18256.0,AW00018256,Kenneth,King,S,M,2023-06-08
18257.0,AW00018257,Timothy,Thompson,S,F,2024-12-07
18258.0,AW00018258,Karen,Martin,S,M,2025-05-28
18259.0,AW00018259,Jessica,Smith,M,F,2024-07-17
18260.0,AW00018260,Mark,Campbell,M,M,2025-10-09
18261.0,AW00018261,Nancy,Carter,M,F,2023-04-13
18262.0,AW00018262,Daniel,Manu,M,F,2025-04-25
18263.0,AW00018263,Joseph,Toalii,M,F,2025-02-23
18264.0,AW00018264,William,Williams,S,F,2024-04-20
18265.0,AW00018265,Jessica,Smith,M,F,2023-12-09
18266.0,AW00018266,Elizabeth,Thomas,S,,2025-01-16
18267.0,AW00018267,Donald,Young,M,M,2023-08-15
18268.0,AW00018268,Joseph,Allen,M,F,2025-03-15
18269.0,AW00018269,Richard,Williams,S,M,2025-02-09
18270.0,AW00018270,Ashley,Garcia,S,F,2025-08-08
18271.0,AW00018271,Kenneth,Roberts,M,F,2025-02-20
18272.0,AW00018272,Linda,Williams,S,M,2026-02-13
18273.0,AW00018273,Emily,Parker,M,M,2023-10-23
18274.0,AW00018274,James,Nime,M,M,2025-11-04
18275.0,AW00018275,Barbara,Turner,S,F,2023-02-16
18276.0,AW00018276,Nancy,Brown,S,F,2023-10-27
18277.0,AW00018277,Baraa,Lewis,S,F,2026-02-08
18278.0,AW00018278,Robert,Singh,M,M,2025-04-10
18279.0,AW00018279,Brian,Lewis,M,M,2026-04-14
18280.0,AW00018280,Aroha,Roberts,M,M,2025-01-08
18281.0,AW00018281,William,Patel,S,M,2023-10-22
18282.0,AW00018282,Ronald,Campbell,M,M,2024-01-25
18283.0,AW00018283,George,Lewis,M,F,2025-03-12
18284.0,AW00018284,Elizabeth,Parker,M,M,2026-01-26
18285.0,AW00018285,Sandra,Patel,M,M,2024-12-26
18286.0,AW00018286,Betty,Wright,S,F,2024-04-07
18287.0,AW00018287,Lisa,Jackson,M,F,2026-01-13
18288.0,AW00018288,Elizabeth,Toalii,M,M,2023-12-21
18289.0,AW00018289,Andrew,Hall,S,F,2026-01-05
18290.0,AW00018290,Amanda,Hall,S,M,2023-08-21
18291.0,AW00018291,Sione,Moore,S,F,2025-07-31
18292.0,AW00018292,Rebecca,Mitchell,S,F,2024-12-08
18293.0,AW00018293,David,Green,S,F,2023-11-10
18294.0,AW00018294,Keziah,Nime,S,M,2023-11-06
18295.0,AW00018295,Betty,Thomas,S,F,2023-09-05
18296.0,AW00018296,Charles,Miller,M,F,2023-09-20
18297.0,AW00018297,Aroha,Lee,S,F,2023-12-08
18298.0,AW00018298,Andrew,Baker,M,M,2023-10-26
18299.0,AW00018299,Michael,Green,M,M,2023-01-03
18300.0,AW00018300,Jessica,Johnson,M,M,2026-02-25
18301.0,AW00018301,George,Johnson,S,M,2025-05-21
18302.0,AW00018302,Linda,Kumar,M,F,2024-07-16
18303.0,AW00018303,Elizabeth,Carter,M,M,2023-02-12
18304.0,AW00018304,Mere,Wilson,M,M,2024-07-31
18305.0,AW00018305,Elizabeth,Mitchell,M,M,2025-03-10
18306.0,AW00018306,Thomas,Kumar,M,F,2023-11-15
18307.0,AW00018307,Susan,Wright,M,F,2026-01-29
18308.0,AW00018308,James,Martin,S,M,2025-01-05
18309.0,AW00018309,Jason,Phillips,M,M,2023-06-03
18310.0,AW00018310,Brian,Smith,S,F,2023-04-17
18311.0,AW00018311,Thomas,Johnson,M,M,2023-09-08
18312.0,AW00018312,Joshua,Smith,S,M,2023-09-18
18313.0,AW00018313,Timothy,Martin,S,F,2023-07-26
18314.0,AW00018314,Brian,Wright,M,F,2024-11-19
18315.0,AW00018315,Anthony,Singh,M,M,2023-10-01
18316.0,AW00018316,Paul,Scott,M,M,2023-11-22
18317.0,AW00018317,Daniel,White,M,F,2023-12-07
18318.0,AW00018318,Sandra,Baker,M,F,2023-01-24
18319.0,AW00018319,Melissa,Lopez,S,M,2024-03-03
18320.0,AW00018320,Karen,Scott,S,F,2024-06-06
18321.0,AW00018321,Brian,Carter,S,M,2023-02-09
18322.0,AW00018322,Charles,Taylor,M,M,2025-02-10
18323.0,AW00018323,George,Jones,S,M,2023-07-18
18324.0,AW00018324,Deborah,Wilson,M,M,2024-02-11
18325.0,AW00018325,Jennifer,Anderson,M,M,2026-03-27
18326.0,AW00018326,Deborah,Nelson,S,F,2025-01-06
18327.0,AW00018327,Richard,Toalii,M,M,2026-01-08
18328.0,AW00018328,William,Phillips,S,M,2025-11-20
18329.0,AW00018329,Baraa,Ngata,M,F,2023-11-24
18330.0,AW00018330,Barbara,Baker,S,F,2024-10-27
18331.0,AW00018331,Ronald,Scott,M,M,2025-07-08
18332.0,AW00018332,Patricia,Lewis,S,F,2023-08-10
18333.0,AW00018333,Tane,Manu,M,M,2024-01-14
18334.0,AW00018334,Baraa,Martin,S,F,2025-12-27
18335.0,AW00018335,Tane,Williams,S,F,2026-05-23
18336.0,AW00018336,Steven,Davis,S,M,2026-02-20
18337.0,AW00018337,John,Nelson,M,M,2025-06-04
18338.0,AW00018338,Robert,Adams,S,M,2024-05-24
18339.0,AW00018339,Andrew,Williams,M,F,2023-02-06
18340.0,AW00018340,Rebecca,Brown,M,M,2024-08-24
18341.0,AW00018341,Thomas,Patel,M,F,2023-05-05
18342.0,AW00018342,Elizabeth,Campbell,S,M,2024-12-03
18343.0,AW00018343,Matthew,Toalii,S,M,2023-05-27
18344.0,AW00018344,Anthony,Jackson,S,F,2026-05-19
18345.0,AW00018345,Matthew,Lopez,M,M,2024-09-14
18346.0,AW00018346,Donna,Allen,S,M,2025-10-02
18347.0,AW00018347,Michelle,Kumar,S,M,2025-11-27
18348.0,AW00018348,Elizabeth,Adams,S,M,2025-07-12
18349.0,AW00018349,Andrew,Lopez,S,M,2025-04-05
18350.0,AW00018350,Charles,Scott,S,F,2024-06-23
18351.0,AW00018351,Rebecca,Lewis,M,M,2023-12-05
18352.0,AW00018352,Paul,Taylor,S,M,2024-06-12
18353.0,AW00018353,Aroha,Manu,S,F,2026-03-31
18354.0,AW00018354,Emily,Thompson,S,M,2024-11-15
18355.0,AW00018355,Deborah,Taylor,S,F,2023-03-18
18356.0,AW00018356,Linda,Williams,M,M,2026-05-26
18357.0,AW00018357,Sione,Perez,S,M,2025-10-28
18358.0,AW00018358,Matthew,Williams,M,F,2025-05-28
18359.0,AW00018359,Kenneth,Thomas,S,M,2026-05-04
18360.0,AW00018360,Patricia,Patel,M,Unknown,2024-04-10
18361.0,AW00018361,Mere,Hall,M,M,2024-01-25
18362.0,AW00018362,Sandra,Scott,S,F,2024-03-14
18363.0,AW00018363,Ronald,Davis,M,M,2025-08-03
18364.0,AW00018364,John,Jackson,S,M,2026-04-23
18365.0,AW00018365,Michelle,Jackson,M,M,2023-02-23
18366.0,AW00018366,William,Moore,S,M,2024-10-28
18367.0,AW00018367,Michelle,Thompson,M,M,2025-04-02
18368.0,AW00018368,Ronald,Young,S,M,2025-07-24
18369.0,AW00018369,Elizabeth,Allen,S,M,2026-01-05
18370.0,AW00018370,Jason,Adams,M,M,2024-08-26
18371.0,AW00018371,Barbara,Scott,S,F,2024-01-29
18372.0,AW00018372,John,Jones,S,F,2025-09-06
18373.0,AW00018373,Thomas,Williams,S,M,2024-01-14
18374.0,AW00018374,David,Lopez,M,F,2023-01-09
18375.0,AW00018375,Betty,Johnson,S,M,2026-04-25
18376.0,AW00018376,Karen,Singh,S,F,2023-09-23
18377.0,AW00018377,Emily,Walker,M,M,2024-12-26
18378.0,AW00018378,Sarah,Perez,S,M,2025-11-10
18379.0,AW00018379,Timothy,Adams,M,M,2023-06-01
18380.0,AW00018380,Ashley,Miller,S,F,2024-12-17
18381.0,AW00018381,Timothy,Walker,S,F,2025-03-17
18382.0,AW00018382,Jason,Toalii,S,F,2024-05-08
18383.0,AW00018383,Mark,Davis,M,M,2024-12-12
18384.0,AW00018384,Thomas,Jackson,S,M,2026-02-11
18385.0,AW00018385,John,Turner,M,F,2024-01-19
18386.0,AW00018386,Ashley,Ngata,M,F,2023-03-29
18387.0,AW00018387,Aroha,Wilson,M,M,2024-07-17
18388.0,AW00018388,Jessica,Moore,S,M,2025-11-18
18389.0,AW00018389,Jennifer,Clark,M,M,2024-12-02
18390.0,AW00018390,Sarah,Jones,S,F,2023-03-19
18391.0,AW00018391,Michael,Carter,S,M,2023-08-02
18392.0,AW00018392,Mere,Scott,M,M,2025-07-18
18393.0,AW00018393,Patricia,Perez,M,M,2024-06-28
18394.0,AW00018394,Paul,Scott,M,M,2025-07-12
18395.0,AW00018395,Brian,Green,M,F,2023-02-18
18396.0,AW00018396,Emily,Lopez,M,F,2025-01-31
18397.0,AW00018397,Amanda,Thomas,M,F,2023-12-10
18398.0,AW00018398,Kimberly,White,S,F,2023-08-12
18399.0,AW00018399,Andrew,Lewis,M,M,2025-05-09
18400.0,AW00018400,Joseph,Phillips,M,M,2024-02-04
18401.0,AW00018401,Karen,Brown,S,M,2025-05-08
18402.0,AW00018402,Betty,Lewis,M,M,2023-11-01
18403.0,AW00018403,Michael,King,S,M,2023-07-07
18404.0,AW00018404,Donna,Nime,M,M,2025-10-25
18405.0,AW00018405,Paul,Lee,M,M,2026-01-11
18406.0,AW00018406,Karen,Jones,M,M,2023-09-08
18407.0,AW00018407,Matthew,Scott,S,F,2023-01-31
18408.0,AW00018408,Barbara,Singh,S,F,2023-12-10
18409.0,AW00018409,Thomas,Lewis,S,F,2024-02-22
18410.0,AW00018410,Jessica,Brown,S,F,2025-10-10
18411.0,AW00018411,Charles,Allen,S,M,2024-09-05
18412.0,AW00018412,Melissa,Green,S,M,2025-08-18
18413.0,AW00018413,Melissa,Jones,M,F,2025-12-12
18414.0,AW00018414,Daniel,Toalii,S,M,2025-11-21
18415.0,AW00018415,Peter,Clark,M,F,2025-03-11
18416.0,AW00018416,Elizabeth,Jackson,M,M,2023-02-27
18417.0,AW00018417,Karen,Adams,S,F,2024-01-08
18418.0,AW00018418,Joseph,White,S,F,2024-07-07
18419.0,AW00018419,Mere,Carter,M,F,2023-07-06
18420.0,AW00018420,Betty,Moore,M,M,2025-03-15
18421.0,AW00018421,Paul,Thomas,S,M,2025-04-10
18422.0,AW00018422,James,Anderson,S,F,2025-12-08
18423.0,AW00018423,Jennifer,Nime,S,F,2023-02-10
18424.0,AW00018424,Kimberly,Walker,M,F,2024-11-11
18425.0,AW00018425,Malia,Lopez,S,F,2023-12-19
18426.0,AW00018426,Patricia,Walker,M,F,2025-07-27
18427.0,AW00018427,Donna,Jackson,S,M,2025-10-08
18428.0,AW00018428,Susan,Carter,M,F,2023-10-09
18429.0,AW00018429,Andrew,Toalii,S,F,2025-10-25
18430.0,AW00018430,Ashley,Smith,M,F,2023-02-16
18431.0,AW00018431,Tane,Smith,S,F,2024-11-10
18432.0,AW00018432,Michelle,Young,M,F,2023-11-21
18433.0,AW00018433,Steven,Parker,S,M,2023-01-07
18434.0,AW00018434,Jason,Clark,M,F,2026-03-16
18435.0,AW00018435,James,Wright,M,M,2024-09-27
18436.0,AW00018436,Robert,Young,S,M,2025-10-22
18437.0,AW00018437,Keziah,King,M,M,2025-10-29
18438.0,AW00018438,Sarah,Nelson,M,F,2025-01-16
18439.0,AW00018439,Timothy,Singh,M,F,2023-12-12
18440.0,AW00018440,James,Smith,M,F,2024-04-25
18441.0,AW00018441,Andrew,Clark,M,M,2024-05-14
18442.0,AW00018442,Nancy,Smith,S,M,2026-03-18
18443.0,AW00018443,Richard,Walker,M,F,2025-12-05
18444.0,AW00018444,Barbara,Ngata,M,F,2025-07-16
18445.0,AW00018445,Linda,Baker,S,F,2026-04-04
18446.0,AW00018446,Stephanie,Garcia,S,M,2024-06-16
18447.0,AW00018447,Steven,Roberts,S,M,2026-04-27
18448.0,AW00018448,Matthew,Mitchell,M,M,2023-02-07
18449.0,AW00018449,Ashley,Scott,M,F,2025-05-05
18450.0,AW00018450,Matthew,King,S,M,2025-03-16
18451.0,AW00018451,John,Mitchell,M,M,2026-05-15
18452.0,AW00018452,Charles,Campbell,M,M,2023-11-03
18453.0,AW00018453,Baraa,Anderson,S,F,2026-01-08
18454.0,AW00018454,Melissa,Nime,M,F,2026-02-18
18455.0,AW00018455,Betty,Scott,M,F,2024-12-06
18456.0,AW00018456,Carol,Hall,S,F,2024-09-30
18457.0,AW00018457,Lisa,Carter,S,F,2024-04-15
18458.0,AW00018458,Sarah,Campbell,M,M,2023-02-22
18459.0,AW00018459,Anthony,Walker,S,M,2024-11-17
18460.0,AW00018460,James,Garcia,S,F,2024-10-29
18461.0,AW00018461,Kimberly,Nelson,M,F,2025-01-13
18462.0,AW00018462,Betty,Taylor,M,F,2024-01-20
18463.0,AW00018463,Amanda,Lewis,M,F,2024-09-22
18464.0,AW00018464,Stephanie,Wilson,S,F,2023-01-20
18465.0,AW00018465,Andrew,Patel,M,F,2025-02-24
18466.0,AW00018466,Elizabeth,Williams,M,F,2025-07-19
18467.0,AW00018467,Richard,Thomas,S,F,2025-01-16
18468.0,AW00018468,Michael,Moore,S,M,2024-06-04
18469.0,AW00018469,Brian,Young,S,F,2025-05-31
18470.0,AW00018470,Tane,Scott,M,M,2026-03-27
18471.0,AW00018471,Charles,Miller,M,M,2026-02-21
18472.0,AW00018472,Rebecca,Phillips,M,M,2025-05-13
18473.0,AW00018473,Lisa,Miller,S,M,2025-12-22
18474.0,AW00018474,Donald,Patel,M,F,2023-09-27
18475.0,AW00018475,Sandra,Thomas,S,M,2024-02-18
18476.0,AW00018476,Linda,Anderson,M,F,2023-06-06
18477.0,AW00018477,Linda,Carter,S,F,2025-12-19
18478.0,AW00018478,Patricia,Toalii,M,M,2023-02-24
18479.0,AW00018479,Elizabeth,Scott,M,M,2023-06-23
18480.0,AW00018480,Barbara,Wright,S,M,2024-09-21
18481.0,AW00018481,Matthew,Campbell,M,F,2024-01-10
18482.0,AW00018482,Jennifer,Mitchell,M,F,2023-07-28
18483.0,AW00018483,Charles,Perez,M,M,2025-06-11
18484.0,AW00018484,Charles,Thomas,S,F,2023-07-14
18485.0,AW00018485,Betty,Scott,S,M,2023-05-06
18486.0,AW00018486,Sarah,White,M,M,2023-10-26
18487.0,AW00018487,Andrew,Moore,M,M,2025-03-30
18488.0,AW00018488,Karen,Patel,M,M,2025-08-18
18489.0,AW00018489,Sione,Brown,M,F,2023-04-16
18490.0,AW00018490,Jennifer,Nime,S,M,2025-10-25
18491.0,AW00018491,Joseph,Taylor,S,M,2025-03-09
18492.0,AW00018492,Sione,Martin,M,F,2024-08-08
18493.0,AW00018493,Stephanie,Nelson,M,F,2024-08-30
18494.0,AW00018494,David,Wilson,S,F,2023-03-11
18495.0,AW00018495,Sandra,Garcia,M,M,2023-07-11
18496.0,AW00018496,Kenneth,Adams,S,F,2025-09-02
18497.0,AW00018497,Donald,Singh,M,F,2023-12-27
18498.0,AW00018498,Amanda,Kumar,S,F,2026-02-25
18499.0,AW00018499,John,Garcia,M,M,2026-05-23
18500.0,AW00018500,Steven,Thomas,S,M,2024-09-22
18501.0,AW00018501,Mere,Green,S,F,2023-10-25
18502.0,AW00018502,George,Thompson,S,M,2023-11-27
18503.0,AW00018503,George,Moore,S,F,2025-01-29
18504.0,AW00018504,Carol,Young,M,M,2024-08-16
18505.0,AW00018505,Aroha,White,S,M,2024-08-21
18506.0,AW00018506,Baraa,Baker,M,F,2023-09-14
18507.0,AW00018507,Jessica,Taylor,S,M,2024-01-14
18508.0,AW00018508,Barbara,Anderson,M,F,2024-12-14
18509.0,AW00018509,Andrew,Jackson,M,M,2023-01-01
18510.0,AW00018510,Rebecca,Walker,M,F,2023-04-14
18511.0,AW00018511,Lisa,Moore,S,F,2026-02-14
18512.0,AW00018512,Paul,Jackson,M,F,2025-03-10
18513.0,AW00018513,Betty,Kumar,M,M,2024-05-29
18514.0,AW00018514,Sarah,Campbell,M,F,2024-05-03
18515.0,AW00018515,Barbara,Taylor,M,F,2024-10-09
18516.0,AW00018516,Kimberly,Toalii,M,M,2026-01-04
18517.0,AW00018517,Aroha,Patel,S,M,2023-10-26
18518.0,AW00018518,John,Perez,S,F,2026-01-17
18519.0,AW00018519,Amanda,Wilson,M,M,2024-01-11
18520.0,AW00018520,Daniel,Mitchell,M,M,2024-03-29
18521.0,AW00018521,Baraa,Singh,M,M,2025-06-17
18522.0,AW00018522,Sione,Perez,S,F,2023-05-31
18523.0,AW00018523,Donald,Martin,M,M,2023-11-01
18524.0,AW00018524,Sione,Lee,S,F,2023-01-08
18525.0,AW00018525,Robert,Turner,M,M,2025-03-24
18526.0,AW00018526,Linda,Lewis,M,M,2024-08-07
18527.0,AW00018527,Anthony,Manu,M,M,2023-12-15
18528.0,AW00018528,Amanda,Moore,M,F,2025-01-28
18529.0,AW00018529,Jessica,Perez,S,M,2025-02-22
18530.0,AW00018530,Kenneth,Adams,S,M,2025-01-03
18531.0,AW00018531,Tane,King,S,F,2025-04-20
18532.0,AW00018532,Charles,Brown,S,M,2025-03-29
18533.0,AW00018533,Joseph,Thompson,M,F,2024-05-22
18534.0,AW00018534,Baraa,Wilson,S,F,2025-11-19
18535.0,AW00018535,Betty,Parker,S,M,2024-01-11
18536.0,AW00018536,Betty,Phillips,S,F,2025-06-30
18537.0,AW00018537,Daniel,Miller,M,M,2026-02-09
18538.0,AW00018538,Michael,White,S,M,2023-10-26
18539.0,AW00018539,Jennifer,Carter,M,F,2023-08-30
18540.0,AW00018540,William,Campbell,M,F,2024-01-05
18541.0,AW00018541,George,Brown,M,M,2024-05-02
18542.0,AW00018542,William,Anderson,S,F,2023-04-01
18543.0,AW00018543,Steven,Ngata,M,F,2024-03-07
18544.0,AW00018544,Karen,Lopez,M,M,2026-01-10
18545.0,AW00018545,Donald,Anderson,S,M,2025-04-15
18546.0,AW00018546,Susan,Patel,M,F,2024-08-24
18547.0,AW00018547,John,Martin,S,F,2026-04-23
18548.0,AW00018548,Kenneth,Parker,M,F,2023-08-28
18549.0,AW00018549,Emily,Lewis,S,F,2024-07-01
18550.0,AW00018550,Steven,Thomas,S,M,2025-03-26
18551.0,AW00018551,Charles,Carter,S,F,2024-12-09
18552.0,AW00018552,Mary,Phillips,S,M,2023-03-05
18553.0,AW00018553,Betty,Young,S,M,2026-05-10
18554.0,AW00018554,William,Young,S,M,2024-04-27
18555.0,AW00018555,Michael,Turner,M,F,2026-04-13
18556.0,AW00018556,Matthew,Turner,M,M,2024-12-20
18557.0,AW00018557,William,Parker,M,M,2023-11-12
18558.0,AW00018558,Melissa,Lewis,M,F,2023-01-10
18559.0,AW00018559,Kimberly,Allen,S,F,2023-01-17
18560.0,AW00018560,Tane,Mitchell,S,F,2024-05-01
18561.0,AW00018561,Jessica,Ngata,M,M,2023-11-15
18562.0,AW00018562,Jason,Miller,M,M,2024-09-21
18563.0,AW00018563,Deborah,Martin,S,M,2024-08-30
18564.0,AW00018564,Tane,Anderson,M,M,2025-04-30
18565.0,AW00018565,Andrew,Lopez,M,F,2025-12-27
18566.0,AW00018566,Jennifer,Jackson,S,F,2026-03-20
18567.0,AW00018567,Andrew,Jackson,M,M,2023-04-16
18568.0,AW00018568,Sione,Ngata,S,M,2024-05-08
18569.0,AW00018569,Lisa,Young,M,F,2025-01-17
18570.0,AW00018570,Nancy,Walker,S,F,2025-05-23
18571.0,AW00018571,Betty,Nelson,S,Unknown,2023-07-19
18572.0,AW00018572,Joshua,Jones,S,F,2026-01-20
18573.0,AW00018573,Nancy,King,M,F,2025-12-19
18574.0,AW00018574,Jason,Ngata,M,M,2024-09-20
18575.0,AW00018575,Karen,Adams,S,F,2024-07-29
18576.0,AW00018576,Lisa,Martin,S,M,2026-05-11
18577.0,AW00018577,Donald,Williams,M,F,2024-06-19
18578.0,AW00018578,Ronald,Nime,S,M,2023-07-04
18579.0,AW00018579,Michael,Thompson,M,F,2026-02-09
18580.0,AW00018580,Rebecca,Taylor,S,F,2023-01-15
18581.0,AW00018581,Kimberly,Nelson,S,F,2023-12-11
18582.0,AW00018582,Lisa,Jackson,S,M,2026-04-17
18583.0,AW00018583,David,Thompson,M,F,2025-03-19
18584.0,AW00018584,Betty,Garcia,M,M,2024-04-30
18585.0,AW00018585,Jennifer,Baker,S,M,2023-09-22
18586.0,AW00018586,Sione,Perez,M,M,2023-04-16
18587.0,AW00018587,Sarah,Manu,M,M,2024-05-31
18588.0,AW00018588,Aroha,Lee,S,F,2023-01-03
18589.0,AW00018589,David,Singh,M,M,2024-10-02
18590.0,AW00018590,Barbara,Garcia,M,F,2025-03-28
18591.0,AW00018591,Robert,Perez,S,F,2024-03-20
18592.0,AW00018592,Donald,Thomas,M,F,2025-01-14
18593.0,AW00018593,Kenneth,King,S,M,2025-05-08
18594.0,AW00018594,Paul,Johnson,S,F,2023-10-15
18595.0,AW00018595,Sione,Clark,S,M,2023-07-09
18596.0,AW00018596,Barbara,Toalii,M,M,2026-01-24
18597.0,AW00018597,Tane,Mitchell,M,M,2024-05-03
18598.0,AW00018598,Kimberly,Walker,M,M,2025-08-19
18599.0,AW00018599,Baraa,Turner,S,F,2026-03-22
18600.0,AW00018600,Joseph,Manu,M,M,2024-06-15
18601.0,AW00018601,Robert,Miller,S,M,2025-06-29
18602.0,AW00018602,Ashley,Patel,S,F,2023-03-20
18603.0,AW00018603,Aroha,Jackson,M,F,2026-04-19
18604.0,AW00018604,Elizabeth,Miller,M,F,2023-02-25
18605.0,AW00018605,Elizabeth,Thompson,M,M,2023-03-30
18606.0,AW00018606,Deborah,Williams,M,F,2024-06-27
18607.0,AW00018607,Robert,Martin,M,F,2024-02-12
18608.0,AW00018608,Ashley,Mitchell,M,F,2025-12-30
18609.0,AW00018609,Mary,Perez,M,F,2025-03-07
18610.0,AW00018610,Matthew,Campbell,M,F,2023-12-08
18611.0,AW00018611,Richard,Campbell,M,F,2023-10-02
18612.0,AW00018612,Thomas,Wright,S,F,2023-04-04
18613.0,AW00018613,Peter,Walker,S,M,2023-01-01
18614.0,AW00018614,Barbara,Hall,M,M,2025-02-14
18615.0,AW00018615,James,Campbell,S,M,2025-02-05
